Components,Edges
['(5907-6065)'],1
['(5623-5908)'],1
['(4060-1918)'],1
['(4060-2745)'],1
['(4492-5322)'],1
['(4060-4919)'],1
['(2375-4061)'],1
['(3798-4209)'],1
['(3798-4534)'],1
['(3798-4931)'],1
['(2269-3855)'],1
['(3952-4706)'],1
['(2269-3952)'],1
['(2269-3955)'],1
['(2269-3957)'],1
['(3412-3760)'],1
['(3412-4747)'],1
['(4748-3775)'],1
['(4633-5397)'],1
['(5464-5155)'],1
['(5425-4377)'],1
['(5616-3836)'],1
['(4748-5465)'],1
['(4748-5466)'],1
['(3412-4749)'],1
['(508-511)'],1
['(508-515)'],1
['(4856-5393)'],1
['(1945-3722)'],1
['(1945-3723)'],1
['(1945-3724)'],1
['(836-841)'],1
['(2654-2076)'],1
['(2654-4243)'],1
['(4686-5422)'],1
['(3558-4827)'],1
['(5531-2850)'],1
['(5531-2874)'],1
['(5531-5902)'],1
['(5531-5903)'],1
['(4857-114)'],1
['(588-589)'],1
['(588-590)'],1
['(588-591)'],1
['(588-592)'],1
['(588-593)'],1
['(588-594)'],1
['(588-595)'],1
['(588-596)'],1
['(588-597)'],1
['(588-598)'],1
['(4857-588)'],1
['(2184-3923)'],1
['(2184-3924)'],1
['(3926-2349)'],1
['(2362-4045)'],1
['(2362-4046)'],1
['(2362-4047)'],1
['(2362-4048)'],1
['(2362-4049)'],1
['(3926-2925)'],1
['(722-2713)'],1
['(480-722)'],1
['(480-2319)'],1
['(4355-5240)'],1
['(5241-4992)'],1
['(5241-5725)'],1
['(3926-5002)'],1
['(5003-5507)'],1
['(5003-5591)'],1
['(5003-5592)'],1
['(5003-5593)'],1
['(3471-3386)'],1
['(3471-4854)'],1
['(1821-1822)'],1
['(1821-1823)'],1
['(1821-1825)'],1
['(1821-1826)'],1
['(4857-5530)'],1
['(2723-4082)'],1
['(2723-4284)'],1
['(3886-4126)'],1
['(3886-4977)'],1
['(3887-744)'],1
['(3887-4984)'],1
['(3887-4987)'],1
['(3102-4535)'],1
['(4536-5340)'],1
['(4536-5341)'],1
['(4228-3229)'],1
['(3480-4663)'],1
['(4228-4132)'],1
['(3355-3035)'],1
['(3355-3319)'],1
['(4693-5426)'],1
['(4693-5427)'],1
['(4694-5430)'],1
['(4694-5431)'],1
['(4694-5433)'],1
['(3355-4696)'],1
['(3866-4968)'],1
['(3866-4969)'],1
['(2325-4023)'],1
['(2325-4024)'],1
['(2325-4025)'],1
['(4026-5124)'],1
['(4026-5125)'],1
['(3106-2543)' | '(3903-3106)'],2
['(3903-4981)'],1
['(3903-4982)'],1
['(3903-4983)'],1
['(2145-3905)'],1
['(1698-3450)'],1
['(3451-1599)'],1
['(3451-4760)'],1
['(1698-3454)'],1
['(4277-5180)'],1
['(5528-5863)'],1
['(5528-5864)'],1
['(5528-5865)'],1
['(1972-170)'],1
['(2279-3965)'],1
['(5021-5604)'],1
['(3966-5021)'],1
['(3967-5019)'],1
['(3967-5020)'],1
['(1972-3749)'],1
['(1972-3751)'],1
['(1972-3752)'],1
['(1972-3753)'],1
['(3943-5010)'],1
['(3943-5011)'],1
['(2244-3944)'],1
['(3285-3047)'],1
['(6036-6137)'],1
['(3285-6037)'],1
['(2657-4240)'],1
['(2657-4241)'],1
['(3222-4604)'],1
['(3222-4605)'],1
['(4606-4586)'],1
['(4606-5377)'],1
['(3222-4608)'],1
['(4242-5161)'],1
['(5866-2232)'],1
['(5529-5867)'],1
['(3599-4853)'],1
['(305-2256)'],1
['(305-2258)'],1
['(300-306)'],1
['(1434-891)'],1
['(1434-1436)'],1
['(1438-1421)'],1
['(1438-3291)'],1
['(1438-3294)'],1
['(1844-3589)'],1
['(5273-2268)'],1
['(5757-4570)'],1
['(5273-5757)'],1
['(4434-5274)'],1
['(3962-5018)'],1
['(5195-5700)'],1
['(5701-1552)'],1
['(5695-5975)'],1
['(5196-5696)'],1
['(5196-5697)'],1
['(5197-48)'],1
['(5197-5441)'],1
['(5197-5698)'],1
['(5197-5699)'],1
['(4293-5198)'],1
['(5653-5927)'],1
['(5653-5929)'],1
['(4206-5148)'],1
['(4569-4821)'],1
['(4569-5360)'],1
['(576-5235)'],1
['(576-5237)'],1
['(5727-5947)'],1
['(5727-5948)'],1
['(5727-5949)'],1
['(5951-3165)'],1
['(4256-2613)'],1
['(5129-4256)'],1
['(5644-877)'],1
['(5644-5916)'],1
['(5644-5917)'],1
['(6169-6235)'],1
['(6170-3477)'],1
['(6170-6238)'],1
['(6239-5369)'],1
['(6239-6118)'],1
['(3431-4824)'],1
['(2156-5468)'],1
['(2156-5959)'],1
['(5253-4448)'],1
['(6258-6271)'],1
['(6258-6272)'],1
['(6276-3632)'],1
['(6276-5395)'],1
['(6276-6159)'],1
['(6277-6290)'],1
['(6273-6278)'],1
['(6239-6259)'],1
['(6239-6260)'],1
['(6239-6261)'],1
['(6170-6240)'],1
['(5238-5728)'],1
['(576-5239)'],1
['(1942-3718)'],1
['(3719-4884)'],1
['(3719-4905)'],1
['(4216-2928)'],1
['(4216-5142)'],1
['(4788-4653)'],1
['(4788-5493)'],1
['(3542-4814)'],1
['(4438-5275)'],1
['(2992-4440)'],1
['(2828-4325)'],1
['(1654-2825)'],1
['(1654-2876)'],1
['(3405-3237)'],1
['(3405-4223)'],1
['(3405-4736)'],1
['(3405-4737)'],1
['(5037-2765)'],1
['(5037-5611)'],1
['(3991-5037)'],1
['(4740-991)'],1
['(438-2446)'],1
['(5457-4486)'],1
['(5830-6024)'],1
['(5830-6025)'],1
['(4754-5467)'],1
['(5008-5599)'],1
['(4078-3091)'],1
['(4078-5070)'],1
['(4078-5071)'],1
['(2391-4079)'],1
['(5024-114)' | '(3988-5024)'],2
['(3988-5025)'],1
['(2069-3990)'],1
['(2559-4171)'],1
['(3096-4517)'],1
['(3096-4519)'],1
['(2333-4030)'],1
['(5096-5635)'],1
['(579-2531)'],1
['(33-37)'],1
['(33-40)'],1
['(2485-2588)'],1
['(1836-2730)'],1
['(1836-3569)'],1
['(1836-3570)'],1
['(2506-4142)'],1
['(577-2525)'],1
['(577-2526)'],1
['(577-2527)'],1
['(1585-1593)'],1
['(1782-2766)'],1
['(1782-3532)'],1
['(580-2542)'],1
['(1685-1686)'],1
['(3100-3123)'],1
['(3100-4544)'],1
['(1687-3442)'],1
['(4207-4231)'],1
['(4282-5182)'],1
['(473-4829)'],1
['(473-4830)'],1
['(4176-3318)'],1
['(4176-5814)'],1
['(5200-5711)'],1
['(5200-5712)'],1
['(5200-5713)'],1
['(3369-4714)'],1
['(3369-4715)'],1
['(1590-3370)'],1
['(1281-2034)'],1
['(4137-4345)'],1
['(2698-4271)'],1
['(5545-6292)'],1
['(6293-5685)'],1
['(6293-6300)'],1
['(5545-6294)'],1
['(5545-6295)'],1
['(4880-5547)'],1
['(5548-5871)'],1
['(5548-4453)' | '(4880-5548)'],2
['(4880-5549)'],1
['(4062-5059)'],1
['(4444-5286)'],1
['(3197-4582)'],1
['(1765-3527)'],1
['(4423-5282)'],1
['(1429-2405)'],1
['(3295-4288)'],1
['(2852-3139)'],1
['(2852-4346)'],1
['(2852-4347)'],1
['(2852-4348)'],1
['(2852-4349)'],1
['(2852-4350)'],1
['(2852-4351)'],1
['(2852-4352)'],1
['(2852-4354)'],1
['(2048-3812)'],1
['(5276-5747)'],1
['(4567-5351)'],1
['(4568-5354)'],1
['(4568-5355)'],1
['(5356-3455)'],1
['(4568-5358)'],1
['(4292-5192)'],1
['(5887-6042)'],1
['(5887-6043)'],1
['(5887-6044)'],1
['(5887-6048)'],1
['(5670-5930)'],1
['(2666-5806)'],1
['(5807-5403)'],1
['(5807-5997)'],1
['(5807-5998)'],1
['(2666-5808)'],1
['(5110-3935)'],1
['(5110-5642)'],1
['(5643-5918)'],1
['(5110-5643)'],1
['(4183-5111)'],1
['(4183-5112)'],1
['(1862-3799)'],1
['(1862-3800)'],1
['(1862-3803)'],1
['(3805-2238)'],1
['(3805-5848)'],1
['(3805-5849)'],1
['(3805-5851)'],1
['(3805-5853)'],1
['(3716-3376)'],1
['(3716-4901)'],1
['(4902-3580)'],1
['(2695-1878)'],1
['(4669-5416)'],1
['(3312-4670)'],1
['(3846-5229)'],1
['(5614-4415)'],1
['(5937-5614)'],1
['(3846-5938)'],1
['(5939-5896)'],1
['(5939-6072)'],1
['(5373-4013)'],1
['(5373-4909)'],1
['(5373-5799)'],1
['(4903-5559)'],1
['(4903-5560)'],1
['(4903-5561)'],1
['(4903-5562)'],1
['(4902-5558)'],1
['(3274-4644)'],1
['(1404-3274)'],1
['(1404-3278)'],1
['(4432-5278)'],1
['(5113-5641)'],1
['(4308-1299)'],1
['(4308-4485)'],1
['(4308-5205)'],1
['(2798-4309)'],1
['(910-2800)'],1
['(910-2801)'],1
['(2095-3862)'],1
['(2803-2095)'],1
['(2803-4310)'],1
['(2554-4168)'],1
['(2554-4169)'],1
['(3120-4542)'],1
['(3120-4543)'],1
['(4825-2211)'],1
['(4388-213)'],1
['(4388-5247)'],1
['(4825-5513)'],1
['(5578-5883)'],1
['(3818-4938)'],1
['(3202-4590)'],1
['(4689-5424)'],1
['(4230-3683)'],1
['(5151-1102)'],1
['(5151-5658)'],1
['(5151-5659)'],1
['(1751-3513)'],1
['(3514-4600)'],1
['(3514-4791)'],1
['(874-1003)'],1
['(874-1655)'],1
['(874-2495)'],1
['(4792-5327)'],1
['(2577-388)'],1
['(728-729)'],1
['(728-733)'],1
['(734-2685)'],1
['(734-2686)'],1
['(728-735)'],1
['(3179-1505)'],1
['(2577-4178)'],1
['(3174-2994)'],1
['(3174-4571)'],1
['(5152-5199)'],1
['(4230-5153)'],1
['(2903-4387)'],1
['(2049-3814)'],1
['(4733-3730)'],1
['(4733-5447)'],1
['(4733-5448)'],1
['(2049-3816)'],1
['(2050-1661)'],1
['(2050-1747)'],1
['(2050-3825)'],1
['(3259-4634)'],1
['(4635-4066)'],1
['(4635-5396)'],1
['(3726-4913)'],1
['(2638-4233)'],1
['(2900-4384)'],1
['(2900-4385)'],1
['(2900-4386)'],1
['(5509-1405)'],1
['(5509-5859)'],1
['(5509-5860)'],1
['(5509-5861)'],1
['(5509-5862)'],1
['(3626-1262)'],1
['(2360-4053)'],1
['(2360-4054)'],1
['(2360-4055)'],1
['(759-2711)'],1
['(3346-4464)'],1
['(3346-4683)'],1
['(4684-5419)'],1
['(4684-5420)'],1
['(5315-5769)'],1
['(5315-5770)'],1
['(5315-5772)'],1
['(4585-3316)'],1
['(5366-2841)'],1
['(5366-3707)'],1
['(5366-5798)'],1
['(1323-3201)'],1
['(823-1324)'],1
['(2962-2637)'],1
['(560-565)'],1
['(560-569)'],1
['(1118-2996)'],1
['(1118-2998)'],1
['(1118-2999)'],1
['(1896-3678)'],1
['(4443-5284)'],1
['(1040-2963)'],1
['(1040-2967)'],1
['(1659-1791)'],1
['(1659-3121)'],1
['(1659-3175)'],1
['(1701-3461)'],1
['(3838-4954)'],1
['(3838-4955)'],1
['(3838-4956)'],1
['(3838-4957)'],1
['(1276-3154)'],1
['(1276-3155)'],1
['(1276-3157)'],1
['(1275-1277)'],1
['(1278-3709)'],1
['(1275-1282)'],1
['(1275-1283)'],1
['(1275-1285)'],1
['(3503-4097)'],1
['(5029-5617)'],1
['(4004-5031)'],1
['(4004-5032)'],1
['(4004-5033)'],1
['(5035-2857)'],1
['(5035-3727)'],1
['(5035-5606)'],1
['(5035-5607)'],1
['(5608-5004)'],1
['(5897-758)'],1
['(5897-5576)'],1
['(6050-6143)'],1
['(6050-6144)'],1
['(6050-6145)'],1
['(6050-6146)'],1
['(6050-6147)'],1
['(6050-6148)'],1
['(6050-6149)'],1
['(5897-6051)'],1
['(5897-6052)'],1
['(5897-6053)'],1
['(5608-5898)'],1
['(5899-6056)'],1
['(5899-6058)'],1
['(5035-5609)'],1
['(5035-5610)'],1
['(4005-5049)'],1
['(2329-4027)'],1
['(2329-4028)'],1
['(2329-4029)'],1
['(2331-5437)'],1
['(350-2331)'],1
['(958-4974)'],1
['(3341-3421)'],1
['(4043-5054)'],1
['(4043-5055)'],1
['(3341-4685)'],1
['(1546-1551)'],1
['(1546-1553)'],1
['(1546-1555)'],1
['(5075-2511)'],1
['(2384-4069)'],1
['(4070-5064)'],1
['(2384-4071)'],1
['(2614-4212)'],1
['(2614-4214)'],1
['(4217-4712)'],1
['(4217-4861)'],1
['(4217-5143)'],1
['(4217-5144)'],1
['(4217-5145)'],1
['(2614-4218)'],1
['(700-2616)'],1
['(700-2618)'],1
['(700-2619)'],1
['(700-2620)'],1
['(3373-4710)'],1
['(3373-4713)'],1
['(3374-3108)'],1
['(3374-3755)'],1
['(3374-4210)'],1
['(1556-3375)'],1
['(1143-1852)'],1
['(1397-2160)'],1
['(1397-3289)'],1
['(5251-5738)'],1
['(5251-5739)'],1
['(5251-5741)'],1
['(5677-5935)'],1
['(1460-1461)'],1
['(5961-1460)'],1
['(3839-4063)'],1
['(2080-3839)'],1
['(6108-6182)'],1
['(5251-5743)'],1
['(5251-5744)'],1
['(5251-5745)'],1
['(5251-5746)'],1
['(2897-4379)'],1
['(2888-4327)'],1
['(2888-4394)'],1
['(2888-4396)'],1
['(2381-2213)'],1
['(4908-5563)'],1
['(4908-5564)'],1
['(4918-5577)'],1
['(3765-4918)'],1
['(5565-5874)'],1
['(5565-5875)'],1
['(5565-5876)'],1
['(5565-5877)'],1
['(5565-5878)'],1
['(923-927)'],1
['(1930-3704)'],1
['(43-1933)'],1
['(3568-4836)'],1
['(4837-5525)'],1
['(3568-4837)'],1
['(1155-3036)'],1
['(3037-2782)'],1
['(3037-4477)'],1
['(4479-5317)'],1
['(5318-5773)'],1
['(5318-5774)'],1
['(4479-5319)'],1
['(3037-4480)'],1
['(1154-1159)'],1
['(1832-3584)'],1
['(1223-5311)'],1
['(5312-5278)' | '(1223-5312)'],2
['(3034-4466)'],1
['(2345-3184)'],1
['(2345-4001)'],1
['(2345-4042)'],1
['(3220-4601)'],1
['(3220-4602)'],1
['(3160-4556)'],1
['(4557-3996)'],1
['(4557-5346)'],1
['(5347-5462)'],1
['(5542-1261)'],1
['(5783-5779)'],1
['(5347-5784)'],1
['(3160-4558)'],1
['(3160-4560)'],1
['(3160-4561)'],1
['(3160-4562)'],1
['(4198-5123)'],1
['(3095-1796)'],1
['(3095-4521)'],1
['(3095-4522)'],1
['(3095-4523)'],1
['(3095-4524)'],1
['(3095-4525)'],1
['(3095-4527)'],1
['(3095-4528)'],1
['(3095-4529)'],1
['(3095-4530)'],1
['(3095-4531)'],1
['(4721-5439)'],1
['(5440-5818)'],1
['(4324-5215)'],1
['(941-6087)'],1
['(5716-941)'],1
['(5944-5536)'],1
['(5944-6005)'],1
['(5944-6076)'],1
['(5716-5945)'],1
['(5716-5946)'],1
['(5220-5717)'],1
['(5220-5718)'],1
['(4402-5345)'],1
['(1229-3085)'],1
['(2225-2600)'],1
['(4073-5072)'],1
['(193-2389)'],1
['(193-2390)'],1
['(1250-935)'],1
['(1794-1795)'],1
['(270-273)'],1
['(270-277)'],1
['(270-278)'],1
['(1818-3413)'],1
['(1818-3554)'],1
['(3555-4148)'],1
['(3555-4818)'],1
['(3555-4819)'],1
['(3555-4820)'],1
['(1818-3556)'],1
['(1819-3567)'],1
['(3557-4816)'],1
['(3557-4817)'],1
['(1820-3559)'],1
['(821-2736)'],1
['(4822-5511)'],1
['(4822-5512)'],1
['(1820-3561)'],1
['(2201-1944)'],1
['(2201-3928)'],1
['(3228-4615)'],1
['(3228-4616)'],1
['(389-2357)'],1
['(386-2363)'],1
['(859-865)'],1
['(984-985)'],1
['(984-987)'],1
['(1444-5490)'],1
['(1444-5491)'],1
['(3310-1444)'],1
['(4665-5412)'],1
['(4666-4296)'],1
['(5820-6002)'],1
['(5820-6003)'],1
['(6004-1058)'],1
['(6004-6112)'],1
['(6004-6113)'],1
['(6114-6189)'],1
['(6114-6190)'],1
['(6114-6192)'],1
['(5615-5900)'],1
['(6193-6246)'],1
['(6194-6289)'],1
['(6004-6115)'],1
['(6004-6116)'],1
['(5821-5534)'],1
['(6006-3389)'],1
['(6006-6117)'],1
['(6006-6119)'],1
['(6006-6120)'],1
['(5413-5822)'],1
['(1946-3725)'],1
['(2245-4092)'],1
['(288-2245)'],1
['(4369-5252)'],1
['(5255-5730)'],1
['(4369-5256)'],1
['(4369-5258)'],1
['(3564-4823)'],1
['(3038-4471)'],1
['(4203-875)'],1
['(1675-402)'],1
['(1675-3419)'],1
['(1675-3420)'],1
['(1675-3422)'],1
['(1675-3423)'],1
['(1675-3424)'],1
['(1675-3425)'],1
['(1675-3426)'],1
['(1675-3427)'],1
['(3092-4130)'],1
['(1675-3432)'],1
['(1675-3434)'],1
['(1675-3435)'],1
['(1675-3436)'],1
['(1675-3437)'],1
['(4203-5130)'],1
['(4769-5471)'],1
['(3061-4488)'],1
['(5472-5839)'],1
['(2635-4238)'],1
['(4932-5573)'],1
['(4932-5574)'],1
['(4932-5575)'],1
['(3810-4933)'],1
['(2017-3811)'],1
['(331-332)'],1
['(331-333)'],1
['(339-1755)'],1
['(3137-755)'],1
['(3137-4546)'],1
['(3137-4547)'],1
['(5568-1420)'],1
['(3715-4897)'],1
['(3715-4898)'],1
['(5227-5721)'],1
['(5227-5722)'],1
['(5227-5723)'],1
['(3156-4564)'],1
['(3156-4565)'],1
['(2452-4108)'],1
['(479-2455)'],1
['(479-2457)'],1
['(479-2458)'],1
['(2460-3874)'],1
['(2460-4110)'],1
['(478-482)'],1
['(478-488)'],1
['(2444-4104)'],1
['(3363-4700)'],1
['(3363-4701)'],1
['(3363-4703)'],1
['(2887-4370)'],1
['(1168-3048)'],1
['(1168-3049)'],1
['(1772-2756)'],1
['(1772-2993)'],1
['(1767-1773)'],1
['(1767-1774)'],1
['(3117-4545)'],1
['(6039-3325)'],1
['(6039-5888)'],1
['(6039-6157)'],1
['(6039-6158)'],1
['(6039-6160)'],1
['(6039-6161)'],1
['(6039-6162)'],1
['(6163-3089)'],1
['(6163-6233)'],1
['(6039-6164)'],1
['(6279-6284)'],1
['(6279-6285)'],1
['(6279-6286)'],1
['(6279-6287)'],1
['(6288-5097)'],1
['(6296-6297)'],1
['(6296-6298)'],1
['(6296-6299)'],1
['(886-888)'],1
['(886-890)'],1
['(679-687)'],1
['(679-688)'],1
['(4781-5480)'],1
['(4781-5481)'],1
['(4781-5483)'],1
['(4781-5484)'],1
['(1981-3761)'],1
['(1981-3762)'],1
['(1981-3763)'],1
['(1971-3739)'],1
['(1733-3492)'],1
['(1733-3493)'],1
['(1733-3494)'],1
['(3234-4709)'],1
['(1390-3234)'],1
['(965-2872)'],1
['(811-1151)'],1
['(811-2731)'],1
['(2732-4294)'],1
['(3232-3994)'],1
['(4010-5046)'],1
['(4617-5387)'],1
['(4617-5388)'],1
['(4617-5390)'],1
['(3232-4618)'],1
['(1454-3308)'],1
['(3350-4690)'],1
['(3350-4691)'],1
['(2087-3847)'],1
['(3315-4671)'],1
['(3315-4672)'],1
['(2092-3857)'],1
['(130-139)'],1
['(1382-5786)'],1
['(1382-5787)'],1
['(3358-4697)'],1
['(3358-4698)'],1
['(3358-4699)'],1
['(1569-1576)'],1
['(2114-1581)'],1
['(2875-4357)'],1
['(5306-5768)'],1
['(4463-5307)'],1
['(2474-5450)'],1
['(489-497)'],1
['(2055-3828)'],1
['(2055-3830)'],1
['(3831-4946)'],1
['(3831-4947)'],1
['(2055-3832)'],1
['(3210-2691)'],1
['(3210-4594)'],1
['(3210-4595)'],1
['(4596-5370)'],1
['(4596-5371)'],1
['(4596-5374)'],1
['(4596-5375)'],1
['(2581-4201)'],1
['(2581-4202)'],1
['(3863-5264)'],1
['(3986-5027)'],1
['(2718-4283)'],1
['(1872-3620)'],1
['(1872-3622)'],1
['(1872-3623)'],1
['(1870-1874)'],1
['(1870-1875)'],1
['(4175-5209)'],1
['(2576-4175)'],1
['(1033-1035)'],1
['(2039-5170)'],1
['(5675-5933)'],1
['(5675-5934)'],1
['(5171-5676)'],1
['(2039-5172)'],1
['(2039-5173)'],1
['(2039-5174)'],1
['(2693-2433)'],1
['(2693-4265)'],1
['(1030-2945)'],1
['(2946-4429)'],1
['(2946-4430)'],1
['(1030-2947)'],1
['(1305-3150)'],1
['(1305-3151)'],1
['(3152-1078)'],1
['(3152-4116)'],1
['(3152-4554)'],1
['(3152-4555)'],1
['(4381-5246)'],1
['(4389-5248)'],1
['(4389-5249)'],1
['(4390-3661)'],1
['(5250-5733)'],1
['(4390-5250)'],1
['(2907-4392)'],1
['(1637-3387)'],1
['(1638-2017)' | '(1633-1638)'],2
['(1633-1639)'],1
['(1633-1640)'],1
['(2116-3875)'],1
['(2116-3876)'],1
['(2116-3878)'],1
['(169-2118)'],1
['(169-2121)'],1
['(1548-3361)'],1
['(1969-2878)'],1
['(1969-3754)'],1
['(3654-4878)'],1
['(726-5139)'],1
['(307-2263)'],1
['(1707-3482)'],1
['(1707-3483)'],1
['(1651-3399)'],1
['(1651-3400)'],1
['(1651-3401)'],1
['(1811-3545)'],1
['(3982-5022)'],1
['(2292-3984)'],1
['(2296-3987)'],1
['(349-2296)'],1
['(349-2297)'],1
['(1626-3379)'],1
['(3380-4716)'],1
['(3380-4717)'],1
['(1626-3381)'],1
['(4572-5376)'],1
['(3178-4572)'],1
['(392-2382)'],1
['(392-2387)'],1
['(617-618)'],1
['(617-622)'],1
['(617-624)'],1
['(617-625)'],1
['(1987-5541)'],1
['(1987-5584)'],1
['(1987-5795)'],1
['(1987-5797)'],1
['(4574-5362)'],1
['(4574-5363)'],1
['(4574-5364)'],1
['(3178-4575)'],1
['(3178-4576)'],1
['(3813-4789)'],1
['(4935-5586)'],1
['(3690-4886)'],1
['(3690-4887)'],1
['(1922-3691)'],1
['(1922-3692)'],1
['(3867-4971)'],1
['(3867-4972)'],1
['(39-1927)'],1
['(1890-3639)'],1
['(1890-3640)'],1
['(1890-3641)'],1
['(1890-3642)'],1
['(1890-3643)'],1
['(1890-3644)'],1
['(1890-3645)'],1
['(1890-3646)'],1
['(1890-3647)'],1
['(1890-3648)'],1
['(1890-3649)'],1
['(1890-3650)'],1
['(1890-3651)'],1
['(1890-3652)'],1
['(1890-3653)'],1
['(1890-3655)'],1
['(1890-3656)'],1
['(1890-3657)'],1
['(1890-3659)'],1
['(1890-3662)'],1
['(1890-3663)'],1
['(1890-3664)'],1
['(1890-3665)'],1
['(1890-3666)'],1
['(1890-3667)'],1
['(1890-3668)'],1
['(4416-4719)'],1
['(767-2692)'],1
['(767-2696)'],1
['(1700-3458)'],1
['(3337-4679)'],1
['(4680-1900)' | '(3337-4680)'],2
['(3337-4681)'],1
['(3338-4682)'],1
['(1544-3340)'],1
['(2646-3731)'],1
['(4236-5105)'],1
['(4236-1645)' | '(4236-1505)' | '(2646-4236)'],3
['(715-2647)'],1
['(3206-4588)'],1
['(3206-3489)' | '(3206-2909)' | '(1359-3206)'],3
['(4587-5367)'],1
['(2003-3773)'],1
['(2003-3774)'],1
['(3776-4266)'],1
['(3776-4922)'],1
['(65-2009)'],1
['(360-362)'],1
['(1124-1125)'],1
['(1124-1128)'],1
['(1124-1131)'],1
['(1133-3158)'],1
['(1124-1133)'],1
['(963-2851)'],1
['(4805-5506)'],1
['(3536-4807)'],1
['(1792-3538)'],1
['(1792-3540)'],1
['(5177-5681)'],1
['(5177-5683)'],1
['(5177-5684)'],1
['(5177-5687)'],1
['(4967-3245)'],1
['(5587-5300)' | '(4967-5587)'],2
['(1173-5009)'],1
['(2228-3354)'],1
['(2228-3936)'],1
['(868-1145)'],1
['(868-1147)'],1
['(868-1148)'],1
['(868-1149)'],1
['(2927-5777)'],1
['(2927-5778)'],1
['(2927-5780)'],1
['(1019-2929)'],1
['(2285-3164)'],1
['(2285-3980)'],1
['(5618-5904)'],1
['(5905-1921)'],1
['(551-2518)'],1
['(548-555)'],1
['(548-556)'],1
['(1541-3347)'],1
['(418-2467)'],1
['(418-2469)'],1
['(2102-3869)'],1
['(2102-3870)'],1
['(2102-3872)'],1
['(2102-3873)'],1
['(2471-2141)'],1
['(3326-4673)'],1
['(4674-5283)'],1
['(3326-4674)'],1
['(2364-4050)'],1
['(3919-4996)'],1
['(3920-3322)'],1
['(3920-4997)'],1
['(1026-2937)'],1
['(2939-2412)'],1
['(2939-4418)'],1
['(1362-1363)'],1
['(1362-1368)'],1
['(1941-3711)'],1
['(1941-3712)'],1
['(5206-5704)'],1
['(2505-916)'],1
['(544-2508)'],1
['(544-2509)'],1
['(2510-4138)'],1
['(544-2512)'],1
['(544-2513)'],1
['(5708-5943)'],1
['(5207-5708)'],1
['(5207-5709)'],1
['(4312-5208)'],1
['(2807-4313)'],1
['(2807-4314)'],1
['(1998-3770)'],1
['(61-1998)'],1
['(1402-3261)'],1
['(2326-3343)' | '(2091-2326)'],2
['(2091-3864)'],1
['(5417-5812)'],1
['(5417-5813)'],1
['(3408-4753)'],1
['(3284-4656)'],1
['(1424-3286)'],1
['(1424-3287)'],1
['(1750-3510)'],1
['(1750-3512)'],1
['(1027-2849)'],1
['(1027-2954)'],1
['(699-2289)'],1
['(731-2655)'],1
['(2504-1248)'],1
['(2504-4135)'],1
['(2504-2653)' | '(2504-894)' | '(3615-2504)'],3
['(3615-4145)'],1
['(4864-5533)'],1
['(3615-4865)'],1
['(3616-4858)'],1
['(3616-4859)'],1
['(3616-4860)'],1
['(3616-4862)'],1
['(3616-4863)'],1
['(3616-699)' | '(3616-321)' | '(1867-3616)'],3
['(4867-5544)'],1
['(4400-5260)'],1
['(4400-5262)'],1
['(2904-4401)'],1
['(2906-4404)'],1
['(208-216)'],1
['(208-217)'],1
['(1947-3729)'],1
['(178-2128)'],1
['(1228-4906)'],1
['(1228-4907)'],1
['(3930-1777)'],1
['(3930-5005)'],1
['(3930-5006)'],1
['(5007-5595)'],1
['(5007-5596)'],1
['(5597-419)'],1
['(5941-6073)'],1
['(5941-6074)'],1
['(5941-6075)'],1
['(5007-5598)'],1
['(228-233)'],1
['(5277-5758)'],1
['(2826-5516)'],1
['(2826-5517)'],1
['(1380-1899)'],1
['(1380-2054)'],1
['(739-2665)'],1
['(968-971)'],1
['(972-2863)'],1
['(968-974)'],1
['(5279-5749)'],1
['(4424-5280)'],1
['(3912-4991)'],1
['(3912-4994)'],1
['(2847-4335)'],1
['(2134-3884)'],1
['(3885-2051)' | '(2134-3885)'],2
['(1354-3203)'],1
['(1352-1355)'],1
['(484-2496)'],1
['(977-2840)'],1
['(977-2865)'],1
['(6249-6151)'],1
['(6249-6268)'],1
['(6282-6291)'],1
['(6269-6283)'],1
['(6249-6270)'],1
['(6282-3992)' | '(6269-6282)' | '(6269-1611)' | '(6269-76)' | '(6249-6269)' | '(6249-1402)' | '(6071-6249)'],7
['(6071-6250)'],1
['(6251-6263)'],1
['(1379-1274)'],1
['(1379-1386)'],1
['(6252-6265)'],1
['(6266-6274)'],1
['(6266-6275)'],1
['(6252-6267)'],1
['(5645-5926)'],1
['(4149-5105)' | '(2500-4149)'],2
['(3281-3122)'],1
['(3281-4648)'],1
['(3281-4649)'],1
['(4650-2970)'],1
['(4650-5408)'],1
['(4650-5409)'],1
['(5410-5810)'],1
['(3281-4651)'],1
['(3700-4899)'],1
['(1787-3701)'],1
['(494-2478)'],1
['(4152-5092)'],1
['(4154-2894)'],1
['(5093-2031)'],1
['(4154-5093)'],1
['(4154-5095)'],1
['(547-2240)'],1
['(547-2514)'],1
['(938-939)'],1
['(852-2749)'],1
['(2492-4040)'],1
['(6061-6150)'],1
['(1534-6061)'],1
['(6062-6153)'],1
['(1317-3167)'],1
['(1317-3168)'],1
['(1854-3603)'],1
['(1854-3604)'],1
['(1232-3090)'],1
['(2868-4341)'],1
['(472-1488)'],1
['(475-2482)'],1
